Salesforce Developer (Smilebox);SD Solutions;Киев;Life’s journey is a series of stories waiting to be told. At Smilebox, it is easy and deeply satisfying to create, share and preserve every piece of that story — with invitations, slideshows, eCards, collages and more.
Middle Java Developer;Levi9 Ukraine;Львов;Dutch company delivering omnichannel banking services. The company offers state-of-the-art digital banking software that unifies data and functionality from traditional core banking systems and fintech providers into a seamless, digital customer experience.
Middle Full Stack Java Developer;The FintechLab;Киев, Николаев;TheFinTechLab — a product company engaged in the development of online-banking system for the European market
Java Full Stack Developer;FINIK.PRO;Киев;FinikPRO — building web/mobile banking software for Ukrainian and foreign banks. We are looking for a Java Full Stack Developer for the long-term cooperation to join our team.
Middle/Senior Java Full Stack Engineer (ID 56051);SoftServe;Харьков;WE ARE Seeking an experienced Full Stack Software Engineer to help in solving the complex problems of identity governance faced by our global 1000 customers.
Middle QA Automation (Java) for EVA Team;Parimatch Tech;Киев;We are highly successful Company with great ambitions. We operate on a very competitive market so every day we are looking for opportunities to be better. To be faster. Even faster. Never stand aside and never afraid to try.
Senior Java Software Engineer (with React), ID 55967;SoftServe;Львов;WE ARE Our client delivers one of the leading cloud-based, agile monetization, and subscription management platforms on the market.
Middle backend developer;Integrity Vision;Киев;Впровадження великих проектів для провідних фінансових компаній. Шукаєш компанію для стабільного зростання, де можна знайти додаткову мотивацію до руху і розвитку? Ми чекаємо на тебе!
Test Automation Engineer (Java);WeAreBrain;Киев;Our client, Maxeda, is the largest retail group in the Netherlands which owns and operates building materials stores across the Benelux Our Kyiv-based team is working on key Client’s digital platforms: — online stores for the Netherlands and Belgium markets — community management...
Middle Java Engineer;Intellias;Киев, Харьков, Львов;Our fast-growing and professional team is looking for a Senior Java Engineer who will join to the development of Cloud Voice Platform application based on SaaS solution. Our client is one of the leading telecommunications companies based in the United States.
Senior/TL Full Stack Java Software Engineer (ID 56052);SoftServe;Киев;WE ARE SoftServe has proven its expertise in helping our customers with digital transformations day by day. Our Client is seeking an experienced Full Stack Software Engineer to help solve the complex problems of identity governance faced by our global 1000 customers.
Senior Java Developer;Codeminders;Киев;We are looking for a Senior Java Developer Bits of knowledge required: • BS or MS in Computer Science or related field • Significant experience in Java8 (Core, Networking, RES, RabbitMQ, CouchDB, Spring Framework, Google Protobuf, Google, Guava, javax.servlet, javax.ws.rs,...
Java Developer;Региональная газовая компания;Киев;Разработка системы бюджетирования и закупок.
Senior Java Software Engineer/DevOps (Logz.IO);SD Solutions;Киев;Logz.io is a cloud observability platform for modern engineering teams. The Logz.io platform consists of three products—Log Management, Infrastructure Monitoring, and Cloud SIEM — that work together to unify the jobs of monitoring, troubleshooting, and security.
Senior Java Developer for Ciklum Digital (200003NZ);Ciklum;Киев;On behalf of Ciklum Digital, Ciklum is looking for a Senior Java Developer to join our team on a full-time basis. You will join a highly motivated team and will be working on a modern solution for our existing client.
Senior Java Developer;DGN Games;Винница;DGN Games employs the combined strengths of a multicultural team spread across four continents and bases its continued success on a combination of state-of-the-art technologies, in-depth knowledge of the gaming industry and of top-notch gaming content.
Strong Middle/Senior Java Engineer;Intellias;Киев;Our client is a company that enables people, enterprises, and cities to harness the power of location.
Full-stack developer (С#+JavaScript);ROZETKA;Киев;Необхідні навички • Мати досвід розробки веб додатків на JavaScript • Мати досвід роботи з платформою .NET і мовою C # • Знати SQL, досвід роботи з базою даних MS SQL • Мати аналітичний склад розуму • Бути спрямованим на результати • Бути уважним до деталей Буде плюсом • Розуміти...
Solution Architect;Levi9 Ukraine;Львов;We are looking for an experienced Solution Architect to join our team to work with our client: Dutch company delivering omnichannel banking services.
Principal Java Developer;Intellias;Киев, Харьков, Львов, Одесса;Our client is a Berlin-based fintech company that offers Banking-as-a-Service Platform with its German banking license. The team will consist of one client side Java Architect and one or two very experienced engineers.
Senior Test Automation Engineer (Java), ID 56189;SoftServe;Львов;WE ARE SoftServe is a digital authority that advises and provides services at the cutting-edge level of technology.
Senior Java Developer for Ciklum Digital (200003NR);Ciklum;Киев;On behalf of Ciklum Digital, we are looking for a Senior Java Developer to join our Kyiv team on a full-time basis.
Java Script Developer + Shopify;Yojji;London, England, W1G 0JR, Харьков;*Layout html3, semantic layout CSS: BEM, adaptive and responsive layout, position, selector weight, flex, grid, experience with pre-processors will be a plus, creating icons as a font using SVG *JS basic knowledge about native JavaScript (methods of arrays and objects, DOM,...
Java developer;ТОВ "ППЛ33-35";Одесса;Наша компанія займається розробкою програмного забезпечення у сфері експедиторської діяльності — Інформаційна система портового співтовариства Чекаємо Ваше резюме. Воно буде розглянуто протягом трьох робочих днів.
Middle Java Developer;[CoreTeka];Николаев;Here in CoreTeka we help implement IT-innovations into business: starting from business processes analysis up to the completed products. For more than 5 years we’ve been developing expertise in retail, logistics and automotive.
Middle Java developer;OWOX;Днепр;OWOX — это продуктовая SaaS компания, разрабатываем собственные онлайн-сервисы сквозной аналитики OWOX BI, также внедряем Google Analytics 360 в eCommerсe и другие проекты. Основная цель: разработка Smart Data, Funnel Based Attribution, Session data collection.
Senior QA Automation Engineer with Java for Ciklum Digital (200003NP);Ciklum;Киев;On behalf of Ciklum Digital, Ciklum is looking for a Senior QA Automation Engineer with Java to join the Kyiv team on a full-time basis. Our Customer is a financial service company that provides supply chain finance across Europe, North America and Asia.
Strong Middle/Senior Java developer;Qooco Development;Киев;Сайт компании: www.qooco.com.ua Текущие используемые технологии: Java 8/11, Oracle, MongoDB, Spring (core, webmvc, jdbc, data, jms), ActiveMQ, Liquibase, Tomcat, nginx. Наши продукты: qooco.com.ua/products
Senior Java Developer (Mobile Games);Whaleapp LTD;Киев;casual mobile games, match2, hidden object
Senior Java Developer/Java Team Lead;Netcracker;Киев, Одесса;Qualifications: • High Technical Degree; • Minimum of 4 years’ experience as a developer in Java, J2EE technologies; • Strong background in Java SE and J2EE, Spring Core, Spring MVC, and Spring Boot; • Experience in building data streaming: Kafka, Kafka connect, Kafka streams;...
Senior Full Stack Developer (Java with Angular);Luxoft;Киев;This position, in the Global Loans Technology group, will focus on migrating current lending platform to LoanIQ and help in integrating with the bank’s applications.
Senior Java Developer (DU);Luxoft;Киев;The application consists of 2 parts. First part is a strong back-end application that gathers information regarding changes of financial data in multiple integrational system, processes it, transforms it, and saves into the global MongoDB database.
Java Team Lead;Luxoft;Киев;The application consists of 2 parts. First part is a strong back-end application that gathers information regarding changes of financial data in multiple integrational system, processes it, transforms it, and saves into the global MongoDB database.
Software Solution Engineer;lifecell;Киев;1. Знання в галузі розробки програмного забезпечення. 2. Розуміння принципів ООП. 3. Досвід розробки ПЗ з використанням Java. 4. Досвід роботи з платіжними/банківськими сервісами буде перевагою. 5. Знання SQL, розуміння правил моделювання даних. 6.
Middle Java Developer;Edsson Ukraine LLC;Киев;Edsson Ukraine, development center of international company Edsson Software, providing high-end software development services, open the position for Middle Java Software Developer
Java Developer;Ignite;Киев;Cyber security company of autonomous threat detection
JAVA developer (middle);1+1 медіа;Киев;1+1 Digital — департамент, що займається створенням та підтримкою онлайн-проектів (розробка сайтів, сервісів, Smart TV та мобільних додатків, VOD порталу, відеодистрибуції), а також продажами digital реклами (медійної, нативної, спец.проектів).
Java Back-End Engineer;N-iX;Киев, Львов, удаленно;We are looking for Senior Java Back-End Engineer to join our team. Our customer is the largest Telecom company in Japan, and the third largest ecommerce marketplace company worldwide.
Java Developer (BMW);InTechSoft;Харьков;Currently, about 10 projects for management BMW`s IT infrastructure and information about employees. One of the existing internal BMW projects for managing the company’s IT infrastructure. Applications related to BMW car security: key management, encryption, signing, etc.
Java Developer;infinity.solutions;Сумы;Become part of an agile (Scrum) team of experienced Java developers. We maintain the website and the associated (ElasticSearch) search engine for the over 600 million documents, support the development of tools for reading and analyzing the incoming data.
Software Development Engineer in Test (Java);Ring Ukraine;Киев;Job Summary We are looking for experienced Automation QA Engineers who will create and maintain automation environment for testing Backend algorithms, analyze the neural network output and mobile application.
Team Lead/Senior Java Script Developer for Imunify UI Team [Remote];CloudLinux;удаленно;We are Cloud Linux Inc., the maker of the #1 OS for web hosting providers. We are a team of experts in Linux, Python, C and kernel development. Currently, we have a new Full-stack Team Lead position on Imunify UI team.
Java Full Stack Developer for BroadLeaf;Daxx;Киев;Broadleaf is a framework for building e-commerce solutions. It’s built-in Java with open-source Java libs (Spring, Hibernate, etc.), it’s built-in a way to be extendable and customizable. The latest version is running on Java 8(9 in soon future), Spring 5, Hibernate 5.
Junior/Middle Java Software Engineer (ID 56064);SoftServe;Днепр;WE ARE Our Client is the largest distributor of products and services for office-based dental practitioners serving over 240.000 health care service providing companies.
Java developer (FinTech);SDK.finance;Киев;SDK.finance, a European-based core payment platform serving clients across the globe is looking for talents! We need a Java developer to help us maintain our product. If you are interested in this opportunity, do not hesitate to contact us.
Server-Side Java разработчик;Solverlabs;Киев;Solverlabs — динамичная продуктовая IT компания, на рынке более 15 лет, занимается разработкой мобильных игр на платформах iOS и Android.
Java Developer of Measurement data management /relocation to Germany;SII UKRAINE;Одесса;A complex cloud-based measurement system management solution by one of the German carmaker brands.
Java Developer;Spin Technology;Киев;Spin Technology is a leading API-based Cloud Access Security Broker, that helps companies all over the world to protect their valuable information in G Suite and Office 365 against data leak and data loss disasters in the cloud by backing up company data to secure cloud storage...
Integration Bus Software Developer (ESB);"ІНФОТЕХ";Киев;We are looking for a qualified specialist Integration Bus Software Developer (ESB), who would join the INFOTECH Team, which performs the functions of a system integrator in the field of information technology, develops comprehensive IT solutions for automation of technological...
Full Stack (Java/ReactJS) Developer;Softermii;Киев;Requirements: 2+ years of experience with Java stack; 2+ years of experience with React.js; Experience in usage Application Framework — Spring; Experience in usage Application Framework — Jhipster; Packet manager — Yarn; At least Intermediate level of English.
Java Backend Middle / Senior Developer;IT Craft;Харьков;We are looking for a developer with good communication skills who wants to work in a growing team as a strong Java developer on the project specializing in immediate and scheduled video calls/webinars, supporting white-label solutions to many platforms with unique feature stack.
Senior Java Develover;Intellias;Киев, Харьков, Львов, Одесса;Our client is a Berlin-based fintech company that offers Banking-as-a-Service Platform with its German banking license. The team will consist of one client side Java Architect and one or two very experienced engineers.
Java Developer;EIS Group;Одесса;EIS Group is a global innovator, providing the insurance industry with transformational platforms to enable their success.
Data Engineer with Python or Java;Itera;Киев;Itera is looking for a Data Engineer who will work on the big Norwegian industrial IOT data platform provider. Clients data platform aggregates and processes data from millions of industrial sensors. Combine that data with 3D-models and drawings, P&IDs, and historical data.
Middle Java Developer JB-286;AllStars-IT Ukraine;Киев;Our client — is leading the cybersecurity fight against hackers and protecting the world’s largest organizations from cyber-attacks.
Senior Java Developer;Talkremit;Киев;New Digital Banking market player We are building a new digital banking and financial services platform. We are developing a one-stop-shop financial services provider for eWallet, bank account, Forex, Transfers, Payments and plastic/virtual multicurrency prepaid cards.
Senior Java Developer;Sigma Software;удаленно;Do you find it interesting to work with non-trivial tasks? Are you really interested in improving hard skills utilizing fresh technologies and following best practices? Do you feel ready to open new horizons for your professional development? Then keep reading!
Senior Back-End Developer;Нова Пошта-Центр;Киев;Мы ожидаем, что Вы: с опытом работы в роли ведущего разработчика; отлично знаете Java 8 / Kotlin, Spring Boot / Spring Cloud; хорошо разбираетесь и применяете SQL и NoSQL базы данных; умеете проектировать, разрабатывать интеграционные компоненты (REST, SOAP, AMQP и др.) и правильно...
Senior back-end разработчик;Нова Пошта-Центр;Киев;Мы ожидаем, что Вы:  с опытом работы в роли TL или ведущего разработчика;  отлично знаешь Java 8 / Kotlin, Spring Boot;  хорошо разбираешься и применяешь SQL и NoSQL базы данных;  умеешь проектировать, разрабатывать интеграционные компоненты (REST, SOAP, AMPQ и др.) И...
Java Developer;Faster Than Light;Киев, удаленно;A Cloud-Based Software Solution The project is an end-to-end software solution for horticultural agribusinesses. Our Smart Dashboard centralizes all of your agribusiness’ data in one place, allowing you to oversee all of your farm’s operations.
Strong junior / middle Java developer;BotsBand;удаленно;BotsBand is a company founded in late 2017 and specializes exclusively in developing chatbots for Telegram, Facebook and Viber. Realized more than 50+ projects have been developed, including for the UNPD in Ukraine.
Java Developer (Games infrastructure, microservices);Playtika;Киев;INFRA is a department that develops core services that can be used in any company game.
Middle Java Developer;Ajax Systems;Киев;Ми, Ajax Systems, створюємо системи безпеки і smart home пристрої. Хочемо, щоб кожен будинок став безпечним і надійним, а сигналізації — технологічними, стильними і простими у використанні. Віримо в інтернет речей і розумну безпеку як його основу.
Java developer Middle/Senior;WizardsDev;Днепр;Привет, наш будущий коллега! Мы — компания xCritical, часть международного FinTech холдинга, находимся в поисках Java-разработчика. Проект, куда мы ищем сотрудника — платформа для планирования личных активов.
Java Software Architect;Techstack Ltd;Харьков;Our company is looking for talented professional to join a big project and to work full time as a Java Software Architect.
Software Engineer for GigaSpaces (200003AK);Ciklum;Киев;On behalf of GigaSpaces, Ciklum is looking for a Software Engineer to join our Kyiv team on a full-time basis.
Senior Java Developer;Edvantis Software;Львов;We’re looking for Senior Java Engineer to join the project of our US-based partner. The software is aimed to support scientific research on different phases of this research. Now, it is deploying to AWS.
Senior Java Engineer for Lohika Project;Lohika;Киев, Львов;PURPOSE OF THE JOB: Our product is an enterprise grade identity management service, built from the ground up in the cloud and delivered with an unwavering focus on customer success. With us, IT can manage access across any application, person or device.
Lead Data Engineer (Scala/Java);Proxet;удаленно;IMVU is an online metaverse and social network. IMVU had over four million active users in 2014. The current number of active players is 6M+, and the site has a virtual goods catalog of more than 40 million items.
Remote Senior Java Developer;MentorMate;удаленно;We are looking to hire a Remote Senior Java developer who will join a team of uniquely intelligent technologists to implement and extend groundbreaking web applications that make the world a better place!
Java\Jenkins developer;Intetics;Киев, Харьков, Одесса, Минск (Беларусь), удаленно;Intetics Inc., a leading global technology company providing custom software application development, distributed professional teams, software product quality assessment, and “all-things-digital” solutions, is looking for Jenkins Developer to enrich its team with a skilled...
Senior\Lead Java Developer;Intetics;Киев, Одесса;Intetics Inc., a leading global technology company providing custom software application development, distributed professional teams, software product quality assessment, and “all-things-digital” solutions, is looking for Senior\Lead Java Developer to enrich its team with a...
Java-разработчик;Litota Labs;удаленно;RedLab входит в группу компаний Litota. 15 лет мы создаем и внедряем решения для развития бизнеса ведущих компаний букмекерской и финансовой сфер. Для выполнения проектов по заказной разработке ПО с иностранными заказчиками наша команда ищет backend разработчика.
Senior Technology Lead;Windmill Smart Solutions;Львов, Днепр;We are looking for an enthusiastic and experienced Senior Technology Lead who is focused on designing and delivering high quality software and applications.
